region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 2,45,22,Married,2,36.00,College degree,0,No,Female,5,Yes,Yes,No,No,9.95,14.75,26.15,0.00,0.00,412.10,663.10,"1,180.50",0.00,0.00,Yes,No,No,No,No,No,No,No,3.58,E-service,Yes
Zone 2,3,37,Unmarried,13,24.00,Did not complete high school,3,No,Female,1,No,No,No,No,2.00,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,No,Yes,No,No,No,No,Yes,Yes,3.18,Basic service,No
Zone 2,53,22,Unmarried,1,25.00,College degree,0,No,Male,2,No,Yes,Yes,No,12.05,0.00,27.15,6.50,0.00,666.00,0.00,"1,469.25",335.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.22,E-service,No
Zone 1,59,42,Unmarried,1,68.00,High school degree,21,No,Female,1,Yes,No,Yes,No,17.30,21.25,0.00,19.25,0.00,997.85,"1,183.55",0.00,"1,160.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.22,Plus service,No
Zone 1,13,34,Unmarried,11,20.00,Some college,0,No,Female,1,No,No,No,No,4.80,0.00,0.00,0.00,0.00,71.05,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,No,3.00,Basic service,No
Zone 3,31,31,Unmarried,4,48.00,Did not complete high school,15,No,Male,1,No,No,No,No,3.80,0.00,0.00,0.00,0.00,127.70,0.00,0.00,0.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.87,Plus service,No
Zone 1,40,29,Married,6,40.00,High school degree,8,No,Female,5,No,No,No,No,13.00,0.00,0.00,0.00,0.00,502.95,0.00,0.00,0.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.69,Plus service,No
Zone 1,48,55,Unmarried,15,79.00,Did not complete high school,25,No,Male,1,No,No,Yes,No,13.80,0.00,0.00,25.50,0.00,668.65,0.00,0.00,"1,140.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.37,Plus service,No
Zone 3,3,31,Unmarried,1,28.00,Did not complete high school,0,No,Male,1,Yes,Yes,Yes,No,3.45,15.50,23.30,23.50,0.00,13.30,48.75,62.95,45.00,0.00,No,No,No,Yes,No,Yes,No,No,3.33,Basic service,Yes
Zone 2,51,48,Unmarried,12,64.00,High school degree,22,No,Female,1,No,No,Yes,No,14.80,0.00,0.00,17.00,0.00,708.45,0.00,0.00,820.00,0.00,No,No,No,No,No,No,No,No,4.16,Basic service,No
Zone 3,33,41,Unmarried,15,37.00,High school degree,11,No,Male,1,No,No,No,No,12.20,0.00,0.00,0.00,0.00,415.05,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.61,Basic service,No
Zone 3,14,47,Married,7,48.00,Did not complete high school,13,No,Male,2,Yes,No,No,No,4.25,11.00,0.00,0.00,0.00,55.50,126.45,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,3.87,Basic service,No
Zone 1,17,42,Married,6,131.00,Post-undergraduate degree,6,No,Male,3,No,Yes,No,Yes,5.80,0.00,35.35,0.00,21.65,103.10,0.00,527.80,0.00,331.40,Yes,No,No,Yes,No,No,No,Yes,4.88,E-service,Yes
Zone 3,19,29,Married,9,18.00,High school degree,2,No,Male,3,No,No,No,No,5.40,0.00,0.00,0.00,0.00,108.50,0.00,0.00,0.00,0.00,No,No,No,Yes,No,Yes,No,Yes,2.89,Basic service,Yes
Zone 2,58,36,Unmarried,10,38.00,High school degree,14,No,Female,1,No,No,Yes,No,10.15,0.00,0.00,17.75,0.00,538.65,0.00,0.00,"1,030.00",0.00,Yes,No,No,No,No,No,No,No,3.64,E-service,No
Zone 3,22,23,Unmarried,3,37.00,High school degree,4,No,Female,3,No,Yes,Yes,Yes,5.35,0.00,28.10,9.00,24.70,144.05,0.00,602.20,200.00,503.50,No,Yes,No,Yes,No,No,Yes,Yes,3.61,Total service,No
Zone 2,29,31,Married,1,60.00,College degree,6,No,Male,5,No,Yes,No,No,9.60,0.00,26.75,0.00,0.00,243.90,0.00,730.80,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.09,E-service,Yes
Zone 3,14,22,Married,2,13.00,Some college,0,No,Female,4,No,Yes,No,No,9.45,0.00,26.85,0.00,0.00,117.55,0.00,364.10,0.00,0.00,Yes,No,No,Yes,No,No,No,No,2.56,E-service,Yes
Zone 2,70,64,Married,18,98.00,Did not complete high school,31,No,Female,2,Yes,No,Yes,Yes,26.15,84.00,0.00,11.25,45.45,"1,805.10","5,850.25",0.00,720.00,"3,243.25",Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.58,Total service,No
Zone 1,62,52,Married,2,195.00,Did not complete high school,23,No,Male,2,Yes,No,Yes,Yes,23.15,36.75,0.00,36.00,34.30,"1,420.95","2,308.25",0.00,"2,205.00","2,082.80",Yes,No,No,No,No,Yes,Yes,No,5.27,Plus service,Yes
Zone 2,7,35,Married,0,47.00,Did not complete high school,14,No,Male,5,No,No,No,No,5.20,0.00,0.00,0.00,0.00,46.90,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.85,Basic service,Yes
Zone 1,56,47,Married,19,65.00,High school degree,22,No,Male,3,Yes,No,Yes,Yes,12.40,48.75,0.00,36.50,58.40,744.45,"2,695.95",0.00,"2,070.00","3,084.20",No,Yes,Yes,No,Yes,Yes,Yes,No,4.17,Total service,No
Zone 1,50,50,Married,22,150.00,Post-undergraduate degree,5,No,Female,4,No,Yes,Yes,No,19.30,0.00,33.40,50.75,0.00,930.80,0.00,"1,719.40","2,585.00",0.00,Yes,Yes,No,Yes,No,Yes,No,Yes,5.01,E-service,Yes
Zone 2,57,39,Unmarried,6,106.00,Post-undergraduate degree,8,No,Male,1,Yes,Yes,Yes,Yes,9.05,24.25,41.85,12.25,39.60,568.15,"1,486.35","2,291.35",740.00,"2,183.95",Yes,No,Yes,No,Yes,Yes,Yes,No,4.66,Plus service,No
Zone 3,2,40,Unmarried,19,51.00,College degree,14,No,Female,1,No,No,No,No,4.25,0.00,0.00,0.00,0.00,6.80,0.00,0.00,0.00,0.00,No,Yes,No,Yes,No,No,No,Yes,3.93,Basic service,No
Zone 2,40,38,Unmarried,17,96.00,College degree,0,No,Female,1,No,No,No,No,9.30,0.00,0.00,0.00,0.00,316.05,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.56,Basic service,No
Zone 2,6,43,Unmarried,4,33.00,Post-undergraduate degree,7,No,Male,2,No,No,Yes,Yes,4.25,0.00,0.00,16.25,26.75,30.00,0.00,0.00,85.00,146.55,Yes,No,Yes,No,Yes,Yes,Yes,No,3.50,Plus service,No
Zone 3,23,25,Married,6,38.00,High school degree,1,No,Female,3,Yes,Yes,Yes,No,13.90,23.25,28.50,3.75,0.00,255.00,574.85,621.25,65.00,0.00,Yes,No,Yes,No,Yes,Yes,No,No,3.64,Plus service,No
Zone 3,11,32,Unmarried,6,125.00,College degree,5,No,Male,1,Yes,Yes,Yes,Yes,3.80,19.25,61.45,19.00,58.25,31.75,233.40,578.60,200.00,577.70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.83,Total service,Yes
Zone 1,29,37,Married,13,145.00,Post-undergraduate degree,0,No,Female,4,Yes,Yes,Yes,Yes,8.60,24.00,41.15,17.75,28.00,241.45,713.45,"1,201.40",495.00,722.80,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4.98,Total service,No
Zone 1,42,44,Married,2,99.00,High school degree,21,No,Male,3,Yes,No,Yes,No,22.05,34.75,0.00,9.75,0.00,841.55,"1,501.55",0.00,395.00,0.00,Yes,No,No,No,Yes,No,Yes,No,4.60,Plus service,No
Zone 1,20,34,Married,2,22.00,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635.00,570.65,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.09,Total service,No
Zone 2,72,60,Married,21,31.00,Did not complete high school,38,Yes,Male,2,No,No,Yes,No,32.25,0.00,0.00,33.50,0.00,"2,349.25",0.00,0.00,"2,385.00",0.00,Yes,No,No,No,No,No,No,No,3.43,E-service,No
Zone 1,2,36,Unmarried,3,25.00,Did not complete high school,6,No,Female,1,Yes,Yes,Yes,Yes,1.90,15.75,28.70,5.00,24.15,3.60,23.05,29.05,5.00,20.95,No,No,Yes,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 3,46,25,Unmarried,5,57.00,Post-undergraduate degree,0,No,Female,2,Yes,Yes,Yes,Yes,20.25,21.25,39.40,9.75,28.35,923.95,968.95,"1,748.55",445.00,"1,246.45",No,No,No,Yes,No,Yes,Yes,Yes,4.04,Basic service,No
Zone 2,39,51,Married,21,41.00,Post-undergraduate degree,20,No,Male,6,Yes,Yes,Yes,Yes,12.10,20.50,54.30,9.75,35.35,492.80,910.25,"2,059.70",330.00,"1,301.10",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.71,Total service,No
Zone 3,24,25,Married,1,20.00,Some college,1,No,Female,2,No,Yes,No,No,8.15,0.00,27.95,0.00,0.00,209.35,0.00,615.80,0.00,0.00,Yes,No,No,Yes,No,Yes,No,No,3.00,E-service,Yes
Zone 3,59,43,Married,4,101.00,High school degree,22,No,Female,5,No,No,Yes,No,13.65,0.00,0.00,20.75,0.00,817.65,0.00,0.00,"1,195.00",0.00,Yes,No,No,No,No,No,Yes,No,4.62,E-service,No
Zone 1,65,37,Unmarried,8,56.00,High school degree,15,No,Male,1,No,No,Yes,No,10.25,0.00,0.00,10.75,0.00,681.95,0.00,0.00,655.00,0.00,Yes,No,No,No,No,No,No,No,4.03,E-service,No
Zone 2,50,27,Married,5,22.00,High school degree,5,No,Female,3,No,No,Yes,No,17.20,0.00,0.00,13.25,0.00,893.30,0.00,0.00,750.00,0.00,No,No,No,No,No,No,No,No,3.09,Basic service,No
Zone 1,57,37,Unmarried,11,108.00,College degree,9,No,Female,1,Yes,Yes,Yes,No,21.80,27.25,42.00,8.00,0.00,"1,292.00","1,492.10","2,394.75",425.00,0.00,Yes,No,No,Yes,Yes,No,Yes,No,4.68,Plus service,No
Zone 3,61,48,Unmarried,14,115.00,College degree,20,No,Female,1,Yes,Yes,Yes,Yes,12.80,16.00,39.20,17.25,31.00,785.70,953.95,"2,410.10","1,015.00","1,799.15",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.74,Total service,No
Zone 3,34,54,Unmarried,31,53.00,College degree,22,No,Male,1,Yes,Yes,Yes,Yes,8.10,18.00,45.60,56.50,66.90,225.40,588.40,"1,463.80","1,880.00","2,304.80",Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.97,Total service,No
Zone 3,38,53,Unmarried,13,242.00,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,8.95,37.75,54.10,28.50,50.75,396.35,"1,556.40","1,979.10","1,020.00","1,934.90",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.49,Total service,No
Zone 1,3,24,Married,2,20.00,High school degree,3,No,Female,5,Yes,No,Yes,No,3.35,22.50,0.00,9.25,0.00,7.55,49.55,0.00,15.00,0.00,No,Yes,No,Yes,Yes,No,Yes,No,3.00,Plus service,No
Zone 2,4,47,Unmarried,5,123.00,College degree,11,No,Male,1,No,Yes,Yes,No,2.50,0.00,25.30,13.75,0.00,9.25,0.00,99.50,40.00,0.00,No,No,No,Yes,No,Yes,No,Yes,4.81,Basic service,No
Zone 2,15,35,Unmarried,0,34.00,Did not complete high school,12,No,Male,1,No,No,No,No,3.95,0.00,0.00,0.00,0.00,47.95,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.53,Basic service,No
Zone 1,25,29,Married,8,31.00,College degree,3,No,Female,5,No,Yes,No,No,12.95,0.00,33.05,0.00,0.00,348.90,0.00,832.85,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.43,E-service,Yes
Zone 3,21,44,Unmarried,25,47.00,Did not complete high school,12,No,Female,2,No,No,Yes,No,7.05,0.00,0.00,14.50,0.00,182.30,0.00,0.00,285.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.85,Plus service,No
Zone 3,50,37,Married,11,48.00,Some college,8,No,Female,2,Yes,No,Yes,No,12.90,27.75,0.00,8.75,0.00,669.75,"1,445.15",0.00,445.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.87,Plus service,No
Zone 2,65,64,Married,22,13.00,High school degree,5,Yes,Female,3,Yes,No,Yes,No,14.60,33.00,0.00,15.75,0.00,921.70,"1,990.20",0.00,930.00,0.00,No,No,No,No,Yes,Yes,Yes,No,2.56,Plus service,No
Zone 2,59,52,Married,18,78.00,Did not complete high school,25,No,Male,2,No,No,No,No,18.60,0.00,0.00,0.00,0.00,"1,179.05",0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.36,Basic service,No
Zone 3,29,26,Unmarried,7,34.00,Did not complete high school,7,No,Female,2,No,No,Yes,No,6.50,0.00,0.00,16.00,0.00,198.70,0.00,0.00,490.00,0.00,No,No,No,No,Yes,No,No,No,3.53,Plus service,No
Zone 1,60,46,Unmarried,17,81.00,Post-undergraduate degree,9,No,Female,1,No,Yes,Yes,No,17.45,0.00,39.25,10.25,0.00,"1,067.00",0.00,"2,331.65",610.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.39,E-service,No
Zone 1,71,45,Married,14,86.00,High school degree,25,No,Male,2,No,Yes,Yes,No,45.05,0.00,33.00,35.00,0.00,"3,235.90",0.00,"2,386.45","2,495.00",0.00,Yes,No,No,Yes,No,No,No,No,4.45,E-service,No
Zone 3,38,27,Married,0,26.00,College degree,2,No,Male,4,No,Yes,Yes,Yes,12.20,0.00,38.75,9.25,28.05,477.50,0.00,"1,429.95",365.00,"1,111.00",No,Yes,Yes,Yes,Yes,Yes,No,Yes,3.26,Total service,Yes
Zone 3,16,34,Married,5,51.00,High school degree,8,No,Female,5,No,No,Yes,No,4.70,0.00,0.00,16.50,0.00,61.50,0.00,0.00,260.00,0.00,No,No,No,No,No,No,No,No,3.93,Basic service,No
Zone 3,7,31,Unmarried,10,59.00,Some college,10,No,Male,1,No,Yes,No,No,2.45,0.00,29.80,0.00,0.00,16.35,0.00,170.20,0.00,0.00,No,Yes,No,No,Yes,No,No,Yes,4.08,Basic service,No
Zone 1,59,53,Unmarried,21,112.00,College degree,16,No,Male,1,No,Yes,No,Yes,21.10,0.00,38.55,0.00,25.30,"1,236.30",0.00,"2,190.10",0.00,"1,465.35",Yes,No,No,Yes,No,No,No,Yes,4.72,E-service,Yes
Zone 2,22,56,Married,14,57.00,College degree,28,No,Male,2,Yes,Yes,Yes,Yes,6.20,18.25,36.65,10.50,28.80,135.20,417.55,748.30,250.00,649.60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.04,Total service,No
Zone 1,18,48,Married,20,41.00,Did not complete high school,2,No,Female,2,Yes,No,Yes,No,4.35,13.00,0.00,8.00,0.00,59.15,220.95,0.00,135.00,0.00,No,No,No,No,Yes,No,No,No,3.71,Basic service,No
Zone 2,64,46,Married,19,168.00,High school degree,26,No,Female,2,Yes,Yes,Yes,Yes,14.20,71.00,73.80,38.75,62.45,928.80,"4,667.75","4,758.05","2,460.00","3,704.05",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.12,Total service,No
Zone 2,7,33,Unmarried,4,29.00,College degree,4,No,Female,3,No,Yes,No,No,4.65,0.00,28.35,0.00,0.00,35.45,0.00,166.50,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.37,Basic service,Yes
Zone 3,65,58,Unmarried,13,167.00,High school degree,14,No,Female,2,No,No,Yes,No,24.30,0.00,0.00,17.25,0.00,"1,642.35",0.00,0.00,"1,110.00",0.00,Yes,No,No,No,No,No,No,No,5.12,E-service,No
Zone 3,7,24,Unmarried,5,29.00,High school degree,3,No,Male,3,Yes,No,No,No,4.45,13.50,0.00,0.00,0.00,43.70,109.50,0.00,0.00,0.00,No,No,Yes,Yes,No,No,Yes,No,3.37,Basic service,Yes
Zone 1,64,55,Unmarried,28,104.00,Did not complete high school,26,No,Female,1,No,No,Yes,No,15.00,0.00,0.00,39.25,0.00,960.95,0.00,0.00,"2,360.00",0.00,No,No,No,No,No,No,Yes,No,4.64,Plus service,No
Zone 3,42,22,Married,0,46.00,College degree,0,No,Male,2,Yes,Yes,Yes,Yes,9.35,20.25,51.35,6.00,36.00,311.85,850.65,"2,099.55",270.00,"1,503.65",Yes,Yes,Yes,Yes,Yes,Yes,No,No,3.83,Total service,Yes
Zone 3,33,26,Unmarried,5,46.00,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,11.00,17.50,40.90,6.00,32.05,350.05,593.10,"1,347.70",185.00,"1,009.50",No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.83,Total service,No
Zone 1,3,33,Unmarried,8,51.00,College degree,0,No,Female,1,No,Yes,No,No,2.90,0.00,19.90,0.00,0.00,12.05,0.00,40.15,0.00,0.00,No,No,No,No,No,No,No,No,3.93,Basic service,Yes
Zone 2,69,42,Married,11,65.00,High school degree,18,No,Male,2,Yes,Yes,Yes,Yes,14.20,30.50,64.20,31.50,66.55,"1,007.50","2,082.75","4,167.70","2,125.00","4,399.60",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.17,Total service,No
Zone 2,9,33,Unmarried,1,48.00,High school degree,13,No,Male,2,Yes,No,Yes,No,3.15,13.25,0.00,30.50,0.00,39.75,110.05,0.00,275.00,0.00,No,No,No,No,Yes,No,No,No,3.87,Basic service,No
Zone 3,22,34,Married,1,46.00,Some college,1,No,Male,4,No,Yes,No,No,7.10,0.00,23.40,0.00,0.00,125.05,0.00,484.10,0.00,0.00,Yes,No,No,Yes,No,No,No,No,3.83,E-service,No
Zone 2,53,63,Married,15,43.00,High school degree,18,No,Male,2,No,Yes,Yes,No,14.85,0.00,37.00,11.00,0.00,808.95,0.00,"2,012.60",535.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.76,E-service,No
Zone 3,71,53,Unmarried,30,110.00,Did not complete high school,34,No,Male,1,No,No,Yes,No,17.45,0.00,0.00,14.75,0.00,"1,249.80",0.00,0.00,"1,100.00",0.00,Yes,No,No,No,No,No,No,No,4.70,E-service,No
Zone 3,24,26,Unmarried,2,32.00,Some college,2,No,Male,3,No,No,No,No,4.25,0.00,0.00,0.00,0.00,97.35,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.47,Basic service,No
Zone 3,12,22,Married,1,18.00,Some college,0,No,Female,2,No,No,No,No,4.65,0.00,0.00,0.00,0.00,57.70,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,Yes,2.89,Basic service,No
Zone 1,25,39,Married,1,26.00,College degree,0,No,Male,4,No,Yes,Yes,Yes,14.45,0.00,35.95,23.00,24.75,349.90,0.00,895.05,515.00,640.80,Yes,Yes,Yes,Yes,No,No,No,Yes,3.26,E-service,Yes
Zone 3,63,28,Married,9,34.00,High school degree,10,No,Female,6,Yes,No,Yes,Yes,15.00,40.00,0.00,17.50,45.10,934.05,"2,465.40",0.00,"1,120.00","2,770.35",Yes,Yes,No,No,Yes,Yes,Yes,No,3.53,Plus service,No
Zone 1,33,54,Married,18,57.00,College degree,4,No,Female,3,Yes,Yes,No,No,7.50,30.25,33.90,0.00,0.00,226.25,"1,105.75","1,108.50",0.00,0.00,Yes,No,No,Yes,Yes,Yes,No,No,4.04,Plus service,Yes
Zone 2,57,54,Married,20,21.00,High school degree,0,No,Female,3,No,No,Yes,No,10.60,0.00,0.00,17.00,0.00,565.55,0.00,0.00,930.00,0.00,No,No,No,No,No,No,No,No,3.04,Basic service,No
Zone 3,13,33,Unmarried,7,38.00,Some college,10,No,Female,1,Yes,Yes,Yes,Yes,5.05,18.50,40.80,12.50,28.85,48.60,199.50,480.85,155.00,318.90,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.64,Total service,No
Zone 1,13,21,Unmarried,2,19.00,Some college,0,No,Female,1,No,Yes,Yes,No,7.90,0.00,25.20,5.00,0.00,98.35,0.00,311.65,40.00,0.00,Yes,No,No,Yes,No,No,No,No,2.94,E-service,Yes
Zone 1,71,39,Unmarried,2,40.00,Some college,17,No,Male,1,Yes,No,Yes,No,36.25,27.75,0.00,38.50,0.00,"2,553.70","1,916.25",0.00,"2,620.00",0.00,Yes,Yes,No,No,Yes,No,Yes,No,3.69,Plus service,No
Zone 3,18,69,Married,11,58.00,Some college,8,No,Male,2,Yes,Yes,Yes,Yes,6.35,27.25,53.95,11.75,63.00,118.05,454.05,896.80,175.00,"1,049.95",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.06,Total service,No
Zone 1,17,51,Married,10,95.00,High school degree,15,No,Female,2,No,No,No,No,7.45,0.00,0.00,0.00,0.00,132.90,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.55,Basic service,Yes
Zone 2,22,43,Unmarried,4,114.00,High school degree,19,No,Male,1,No,Yes,No,No,9.25,0.00,22.70,0.00,0.00,202.80,0.00,428.70,0.00,0.00,No,No,No,No,No,No,No,No,4.74,Basic service,No
Zone 2,65,65,Married,27,128.00,Some college,24,No,Male,2,Yes,No,Yes,No,21.20,24.00,0.00,14.50,0.00,"1,325.05","1,483.55",0.00,940.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.85,Plus service,No
Zone 3,7,40,Unmarried,9,33.00,College degree,2,No,Female,1,No,No,No,No,2.80,0.00,0.00,0.00,0.00,16.85,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.50,Basic service,No
Zone 3,72,66,Unmarried,30,460.00,College degree,41,No,Female,1,No,Yes,Yes,No,89.40,0.00,46.55,18.75,0.00,"6,353.90",0.00,"3,411.20","1,245.00",0.00,Yes,Yes,Yes,Yes,No,Yes,Yes,No,6.13,Total service,No
Zone 1,35,43,Unmarried,12,224.00,Some college,17,No,Male,1,No,No,Yes,No,7.70,0.00,0.00,9.50,0.00,271.55,0.00,0.00,330.00,0.00,No,No,No,No,No,No,No,No,5.41,Basic service,No
Zone 1,24,39,Unmarried,2,122.00,College degree,12,No,Male,3,Yes,No,Yes,Yes,4.45,26.25,0.00,9.75,35.90,98.35,625.95,0.00,210.00,844.95,No,No,Yes,Yes,Yes,Yes,Yes,No,4.80,Total service,No
Zone 1,64,24,Married,0,23.00,Some college,1,No,Female,5,No,Yes,No,No,7.00,0.00,35.55,0.00,0.00,394.60,0.00,"2,182.40",0.00,0.00,Yes,No,No,Yes,Yes,No,Yes,No,3.14,E-service,No
Zone 2,63,63,Married,19,191.00,Some college,27,No,Male,2,No,No,Yes,No,12.70,0.00,0.00,7.00,0.00,782.45,0.00,0.00,435.00,0.00,Yes,No,No,No,No,No,No,No,5.25,E-service,No
Zone 1,38,31,Married,7,187.00,College degree,6,No,Male,3,Yes,No,Yes,Yes,12.65,21.25,0.00,34.00,47.85,448.75,834.00,0.00,"1,165.00","1,801.75",No,Yes,Yes,No,Yes,Yes,Yes,No,5.23,Total service,Yes
Zone 2,29,37,Married,9,119.00,Some college,12,No,Male,3,No,No,No,No,4.60,0.00,0.00,0.00,0.00,138.70,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.78,Basic service,No
Zone 1,72,69,Married,49,44.00,High school degree,44,Yes,Female,2,No,No,Yes,No,99.95,0.00,0.00,12.50,0.00,"7,257.60",0.00,0.00,875.00,0.00,Yes,No,No,No,Yes,No,Yes,No,3.78,Plus service,No
Zone 1,10,27,Married,2,15.00,Some college,2,No,Female,2,Yes,Yes,Yes,Yes,7.50,12.75,48.65,7.50,39.50,66.45,154.90,442.15,60.00,377.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.71,Total service,Yes
Zone 3,72,64,Unmarried,41,674.00,College degree,37,No,Female,1,Yes,No,Yes,Yes,49.60,32.75,0.00,48.75,60.15,"3,535.80","2,378.15",0.00,"3,465.00","4,366.20",Yes,Yes,No,No,Yes,Yes,Yes,No,6.51,Plus service,No
Zone 3,52,23,Married,4,33.00,College degree,0,No,Female,2,Yes,No,Yes,No,13.10,18.25,0.00,18.75,0.00,757.80,945.15,0.00,920.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,3.50,Plus service,No
Zone 3,13,55,Unmarried,3,250.00,High school degree,35,No,Female,2,No,No,No,No,4.10,0.00,0.00,0.00,0.00,50.10,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,5.52,Basic service,No
Zone 1,3,33,Unmarried,6,64.00,College degree,0,No,Male,2,No,Yes,No,No,2.15,0.00,20.75,0.00,0.00,6.00,0.00,53.10,0.00,0.00,No,No,No,No,No,No,No,Yes,4.16,Basic service,Yes
Zone 3,39,24,Married,2,26.00,High school degree,4,No,Male,4,No,No,Yes,No,10.40,0.00,0.00,12.50,0.00,403.50,0.00,0.00,480.00,0.00,No,No,No,No,No,No,No,Yes,3.26,Basic service,Yes
Zone 2,28,29,Unmarried,4,23.00,Some college,5,No,Male,2,No,No,No,No,3.70,0.00,0.00,0.00,0.00,91.95,0.00,0.00,0.00,0.00,Yes,No,No,Yes,No,Yes,Yes,Yes,3.14,E-service,No
Zone 2,46,42,Unmarried,9,52.00,College degree,7,No,Male,3,No,No,Yes,No,14.25,0.00,0.00,21.00,0.00,611.65,0.00,0.00,985.00,0.00,Yes,No,No,No,No,No,No,No,3.95,E-service,No
Zone 2,62,46,Unmarried,27,200.00,Some college,9,No,Female,1,No,No,Yes,No,26.25,0.00,0.00,74.00,0.00,"1,625.35",0.00,0.00,"4,590.00",0.00,No,No,No,No,No,No,No,No,5.30,Basic service,No
Zone 2,23,33,Married,7,28.00,Did not complete high school,4,No,Male,2,No,No,Yes,No,6.90,0.00,0.00,14.00,0.00,177.40,0.00,0.00,340.00,0.00,No,No,No,No,Yes,Yes,No,No,3.33,Plus service,No
Zone 3,23,25,Married,5,19.00,Post-undergraduate degree,0,No,Male,3,Yes,Yes,No,No,6.95,25.00,36.70,0.00,0.00,157.10,562.20,829.10,0.00,0.00,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2.94,Total service,Yes
Zone 2,72,61,Married,39,76.00,Some college,21,No,Male,2,Yes,Yes,Yes,Yes,54.80,67.25,51.35,69.50,55.50,"3,983.60","4,905.85","3,761.80","4,975.00","4,097.70",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.33,Total service,No
Zone 3,56,60,Unmarried,26,70.00,High school degree,20,No,Male,1,No,Yes,No,Yes,7.75,0.00,29.30,0.00,26.15,397.15,0.00,"1,638.20",0.00,"1,340.75",No,No,No,No,No,No,No,Yes,4.25,Basic service,No
Zone 1,8,30,Unmarried,1,34.00,High school degree,9,No,Female,1,No,No,Yes,No,4.25,0.00,0.00,13.25,0.00,28.65,0.00,0.00,75.00,0.00,No,No,No,No,No,Yes,Yes,No,3.53,Plus service,No
Zone 3,3,36,Unmarried,7,34.00,Post-undergraduate degree,3,No,Female,3,Yes,Yes,No,No,2.70,13.00,24.00,0.00,0.00,7.00,35.65,55.90,0.00,0.00,Yes,Yes,Yes,No,No,Yes,No,Yes,3.53,Total service,No
Zone 3,37,37,Unmarried,7,172.00,Some college,13,No,Male,1,No,No,No,No,6.85,0.00,0.00,0.00,0.00,258.50,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,5.15,Basic service,No
Zone 3,37,53,Married,13,48.00,Did not complete high school,10,No,Male,3,Yes,No,Yes,No,12.55,23.50,0.00,10.25,0.00,439.55,876.05,0.00,350.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.87,Plus service,No
